
91.66 0.19 -0.36 -0.01
91.76 0.18 -0.35 0.01
91.86 0.19 -0.35 0.02
91.97 0.20 -0.34 0.03
92.07 0.21 -0.34 0.05
92.18 0.21 -0.34 0.07
92.28 0.22 -0.35 0.07
92.38 0.21 -0.36 0.06
92.49 0.21 -0.36 0.06
92.59 0.22 -0.36 0.07
92.69 0.22 -0.35 0.06
92.80 0.23 -0.34 0.04
92.90 0.22 -0.35 0.02
93.00 0.22 -0.36 0.01
93.11 0.22 -0.34 0.01
93.21 0.22 -0.35 -0.02
93.32 0.22 -0.36 -0.04
93.42 0.21 -0.37 -0.04
93.52 0.22 -0.37 -0.05
93.63 0.22 -0.35 -0.06
93.73 0.24 -0.35 -0.06
93.83 0.22 -0.34 -0.06
93.94 0.23 -0.34 -0.06
94.04 0.23 -0.34 -0.07
94.14 0.23 -0.34 -0.08
94.25 0.23 -0.33 -0.07
94.35 0.22 -0.32 -0.05
94.46 0.21 -0.31 -0.04
94.56 0.22 -0.34 -0.03
94.66 0.22 -0.33 -0.05
94.77 0.22 -0.33 -0.06
94.87 0.22 -0.32 -0.06
94.97 0.21 -0.32 -0.05
95.08 0.22 -0.31 -0.01
95.18 0.23 -0.32 -0.03
95.29 0.24 -0.33 -0.02
95.39 0.24 -0.34 -0.02
95.49 0.26 -0.35 -0.01
95.60 0.27 -0.33 -0.00
95.70 0.28 -0.32 -0.01
95.80 0.27 -0.32 -0.01
95.91 0.27 -0.31 -0.01
96.01 0.27 -0.31 -0.01
96.11 0.28 -0.31 -0.02
96.22 0.27 -0.30 -0.04
96.32 0.27 -0.32 -0.04
96.43 0.27 -0.34 -0.08
96.53 0.27 -0.35 -0.07
96.63 0.27 -0.35 -0.08
96.74 0.28 -0.36 -0.07
96.84 0.28 -0.35 -0.10
96.94 0.28 -0.34 -0.11
97.05 0.27 -0.35 -0.12
97.15 0.27 -0.35 -0.10
97.25 0.28 -0.37 -0.12
97.36 0.30 -0.37 -0.13
97.46 0.30 -0.35 -0.14
97.57 0.32 -0.37 -0.16
97.67 0.33 -0.38 -0.15
97.77 0.33 -0.37 -0.15
97.88 0.33 -0.36 -0.15
97.98 0.33 -0.35 -0.15
98.08 0.32 -0.35 -0.15
98.19 0.33 -0.36 -0.17
98.29 0.33 -0.35 -0.18
98.40 0.34 -0.35 -0.19
98.50 0.34 -0.34 -0.18
98.60 0.33 -0.35 -0.17
98.71 0.33 -0.35 -0.16
98.81 0.32 -0.35 -0.14
98.91 0.31 -0.35 -0.13
99.02 0.31 -0.36 -0.13
99.12 0.32 -0.35 -0.13
99.22 0.33 -0.36 -0.13
99.33 0.32 -0.36 -0.13
99.43 0.32 -0.35 -0.12
99.54 0.31 -0.36 -0.12
99.64 0.32 -0.36 -0.11
99.74 0.32 -0.36 -0.11
99.85 0.33 -0.37 -0.13
99.95 0.33 -0.39 -0.13
100.05 0.32 -0.38 -0.13
100.16 0.33 -0.38 -0.14
100.26 0.34 -0.38 -0.15
100.37 0.33 -0.39 -0.16
100.47 0.34 -0.38 -0.16
100.57 0.34 -0.38 -0.17
100.68 0.34 -0.37 -0.18
100.78 0.33 -0.35 -0.19
100.88 0.34 -0.35 -0.20
100.99 0.33 -0.35 -0.20
101.09 0.33 -0.34 -0.21
101.19 0.33 -0.34 -0.22
101.30 0.33 -0.34 -0.23
101.40 0.33 -0.35 -0.25
101.51 0.33 -0.35 -0.24
101.61 0.35 -0.36 -0.26
101.71 0.35 -0.36 -0.27
101.82 0.34 -0.36 -0.28
101.92 0.33 -0.35 -0.29
102.02 0.33 -0.34 -0.29
102.13 0.34 -0.34 -0.30
102.23 0.33 -0.34 -0.32
102.34 0.33 -0.34 -0.31
102.44 0.32 -0.35 -0.30
102.54 0.34 -0.32 -0.30
102.65 0.32 -0.35 -0.31
102.75 0.33 -0.34 -0.31
102.85 0.34 -0.35 -0.30
102.96 0.34 -0.33 -0.30
103.06 0.35 -0.32 -0.29
103.17 0.33 -0.32 -0.30
103.27 0.32 -0.31 -0.29
103.37 0.32 -0.31 -0.28
103.48 0.31 -0.31 -0.28
103.58 0.31 -0.32 -0.29
103.68 0.32 -0.32 -0.28
103.79 0.32 -0.33 -0.29
103.89 0.31 -0.34 -0.29
104.00 0.31 -0.33 -0.28
104.10 0.31 -0.33 -0.28
104.20 0.31 -0.31 -0.27
104.31 0.31 -0.31 -0.25
104.41 0.30 -0.32 -0.25
104.51 0.31 -0.31 -0.24
104.62 0.33 -0.31 -0.23
104.72 0.31 -0.32 -0.22
104.83 0.30 -0.32 -0.21
104.93 0.32 -0.32 -0.20
105.03 0.34 -0.32 -0.21
105.14 0.32 -0.32 -0.19
105.24 0.32 -0.32 -0.19
105.34 0.31 -0.32 -0.18
105.45 0.31 -0.33 -0.18
105.55 0.30 -0.33 -0.18
105.65 0.29 -0.33 -0.19
105.76 0.30 -0.34 -0.21
105.86 0.31 -0.32 -0.21
105.97 0.31 -0.32 -0.21
106.07 0.29 -0.33 -0.22
106.17 0.27 -0.33 -0.23
106.28 0.27 -0.31 -0.23
106.38 0.27 -0.31 -0.25
106.48 0.27 -0.31 -0.27
106.59 0.27 -0.30 -0.28
106.69 0.27 -0.30 -0.27
106.80 0.26 -0.32 -0.29
106.90 0.27 -0.32 -0.30
107.00 0.26 -0.32 -0.32
107.11 0.26 -0.31 -0.33
107.21 0.27 -0.31 -0.34
107.31 0.26 -0.30 -0.35
107.42 0.26 -0.30 -0.35
107.52 0.25 -0.31 -0.36
107.63 0.27 -0.30 -0.37
107.73 0.27 -0.30 -0.40
107.83 0.28 -0.30 -0.40
107.94 0.29 -0.29 -0.40
108.04 0.28 -0.27 -0.41
108.14 0.29 -0.28 -0.40
108.25 0.29 -0.26 -0.42
108.35 0.29 -0.27 -0.43
108.46 0.30 -0.27 -0.41
108.56 0.31 -0.26 -0.41
108.66 0.31 -0.24 -0.40
108.77 0.30 -0.25 -0.41
108.87 0.30 -0.26 -0.41
108.97 0.30 -0.25 -0.40
109.08 0.30 -0.26 -0.40
109.18 0.30 -0.25 -0.39
109.29 0.29 -0.23 -0.38
109.39 0.28 -0.22 -0.36
109.49 0.27 -0.24 -0.36
109.60 0.27 -0.22 -0.35
109.70 0.27 -0.22 -0.34
109.80 0.27 -0.22 -0.34
109.91 0.25 -0.23 -0.32
110.01 0.25 -0.23 -0.32
110.11 0.26 -0.24 -0.31
110.22 0.27 -0.24 -0.30
110.32 0.28 -0.25 -0.29
110.43 0.27 -0.24 -0.28
110.53 0.27 -0.25 -0.28
110.63 0.29 -0.27 -0.28
110.74 0.29 -0.28 -0.27
110.84 0.30 -0.27 -0.27
110.94 0.29 -0.27 -0.28
111.05 0.29 -0.27 -0.28
111.15 0.29 -0.27 -0.26
111.26 0.30 -0.27 -0.25
111.36 0.30 -0.27 -0.24
111.46 0.30 -0.27 -0.24
111.57 0.29 -0.28 -0.25
111.67 0.29 -0.29 -0.24
111.77 0.28 -0.29 -0.25
111.88 0.27 -0.30 -0.25
111.98 0.28 -0.30 -0.23
112.09 0.28 -0.30 -0.23
112.19 0.28 -0.31 -0.24
112.29 0.27 -0.31 -0.25
112.40 0.28 -0.31 -0.26
112.50 0.29 -0.32 -0.27
112.60 0.29 -0.31 -0.28
112.71 0.29 -0.31 -0.29
112.81 0.29 -0.31 -0.30
112.92 0.29 -0.29 -0.33
113.02 0.30 -0.28 -0.34
113.12 0.31 -0.28 -0.36
113.23 0.32 -0.25 -0.38
113.33 0.32 -0.25 -0.37
113.43 0.32 -0.25 -0.38
113.54 0.31 -0.23 -0.37
113.64 0.33 -0.23 -0.39
113.75 0.34 -0.24 -0.38
113.85 0.34 -0.24 -0.38
113.95 0.33 -0.24 -0.38
114.06 0.34 -0.26 -0.39
114.16 0.34 -0.29 -0.40
114.26 0.34 -0.29 -0.41
114.37 0.34 -0.28 -0.41
114.47 0.35 -0.27 -0.40
114.57 0.36 -0.26 -0.40
114.68 0.37 -0.25 -0.42
114.78 0.37 -0.24 -0.40
114.89 0.37 -0.24 -0.40
