
33.09 -0.09 -0.26 0.13
33.20 -0.10 -0.26 0.14
33.30 -0.10 -0.25 0.12
33.40 -0.10 -0.25 0.10
33.51 -0.10 -0.25 0.09
33.61 -0.12 -0.25 0.08
33.71 -0.11 -0.24 0.08
33.82 -0.12 -0.23 0.07
33.92 -0.11 -0.24 0.07
34.02 -0.11 -0.24 0.05
34.13 -0.11 -0.25 0.07
34.23 -0.10 -0.26 0.07
34.34 -0.09 -0.28 0.06
34.44 -0.08 -0.27 0.06
34.54 -0.10 -0.27 0.06
34.65 -0.11 -0.27 0.06
34.75 -0.12 -0.28 0.06
34.85 -0.13 -0.27 0.06
34.96 -0.13 -0.26 0.07
35.06 -0.12 -0.28 0.07
35.16 -0.13 -0.27 0.08
35.27 -0.12 -0.27 0.10
35.37 -0.12 -0.27 0.10
35.48 -0.13 -0.25 0.10
35.58 -0.12 -0.24 0.11
35.68 -0.13 -0.23 0.12
35.79 -0.12 -0.24 0.11
35.89 -0.12 -0.25 0.12
35.99 -0.11 -0.26 0.13
36.10 -0.10 -0.26 0.13
36.20 -0.11 -0.25 0.12
36.31 -0.11 -0.25 0.12
36.41 -0.11 -0.26 0.11
36.51 -0.11 -0.26 0.12
36.62 -0.10 -0.27 0.12
36.72 -0.10 -0.28 0.10
36.82 -0.10 -0.29 0.08
36.93 -0.11 -0.29 0.07
37.03 -0.11 -0.28 0.09
37.13 -0.10 -0.28 0.08
37.24 -0.12 -0.27 0.08
37.34 -0.13 -0.27 0.08
37.45 -0.12 -0.26 0.07
37.55 -0.12 -0.25 0.08
37.65 -0.12 -0.27 0.09
37.76 -0.12 -0.27 0.10
37.86 -0.11 -0.27 0.10
37.96 -0.10 -0.26 0.09
38.07 -0.10 -0.24 0.10
38.17 -0.10 -0.24 0.10
38.27 -0.10 -0.25 0.10
38.38 -0.11 -0.25 0.10
38.48 -0.11 -0.24 0.10
38.59 -0.11 -0.25 0.11
38.69 -0.11 -0.26 0.12
38.79 -0.12 -0.26 0.13
38.90 -0.13 -0.27 0.14
39.00 -0.12 -0.27 0.15
39.10 -0.11 -0.29 0.16
39.21 -0.12 -0.29 0.17
39.31 -0.11 -0.28 0.19
39.42 -0.10 -0.28 0.18
39.52 -0.10 -0.28 0.19
39.62 -0.10 -0.28 0.20
39.73 -0.09 -0.27 0.20
39.83 -0.08 -0.28 0.20
39.93 -0.09 -0.29 0.19
40.04 -0.08 -0.29 0.18
40.14 -0.08 -0.29 0.17
40.24 -0.09 -0.29 0.17
40.35 -0.09 -0.30 0.16
40.45 -0.08 -0.31 0.15
40.56 -0.08 -0.31 0.14
40.66 -0.09 -0.32 0.14
40.76 -0.09 -0.31 0.14
40.87 -0.09 -0.32 0.13
40.97 -0.10 -0.32 0.12
41.07 -0.10 -0.33 0.10
41.18 -0.10 -0.34 0.11
41.28 -0.10 -0.35 0.10
41.38 -0.09 -0.34 0.10
41.49 -0.10 -0.35 0.12
41.59 -0.10 -0.34 0.12
41.70 -0.10 -0.33 0.11
41.80 -0.09 -0.32 0.10
41.90 -0.09 -0.33 0.10
42.01 -0.08 -0.33 0.12
42.11 -0.08 -0.32 0.12
42.21 -0.09 -0.32 0.10
42.32 -0.07 -0.32 0.10
42.42 -0.07 -0.33 0.12
42.52 -0.05 -0.33 0.10
42.63 -0.05 -0.32 0.12
42.73 -0.06 -0.33 0.12
42.84 -0.05 -0.33 0.14
42.94 -0.05 -0.33 0.14
43.04 -0.04 -0.34 0.15
43.15 -0.03 -0.33 0.13
43.25 -0.03 -0.33 0.14
43.35 -0.02 -0.32 0.14
43.46 -0.02 -0.32 0.12
43.56 -0.02 -0.32 0.11
43.67 -0.02 -0.33 0.08
43.77 -0.02 -0.32 0.09
43.87 -0.02 -0.30 0.07
43.98 -0.02 -0.30 0.07
44.08 -0.02 -0.29 0.05
44.18 -0.02 -0.29 0.05
44.29 -0.02 -0.27 0.05
44.39 -0.02 -0.26 0.05
44.49 -0.02 -0.27 0.05
44.60 -0.01 -0.27 0.04
44.70 -0.01 -0.27 0.04
44.81 -0.00 -0.26 0.03
44.91 0.01 -0.26 0.05
45.01 0.01 -0.27 0.05
45.12 0.00 -0.29 0.06
45.22 -0.00 -0.29 0.06
45.32 -0.01 -0.30 0.06
45.43 -0.02 -0.30 0.08
45.53 -0.01 -0.29 0.10
45.63 -0.02 -0.28 0.09
45.74 -0.02 -0.29 0.10
45.84 -0.03 -0.28 0.10
45.95 -0.04 -0.27 0.11
46.05 -0.02 -0.28 0.12
46.15 -0.02 -0.28 0.14
46.26 -0.03 -0.28 0.15
46.36 -0.04 -0.27 0.15
46.46 -0.03 -0.26 0.16
46.57 -0.03 -0.26 0.15
46.67 -0.04 -0.27 0.14
46.77 -0.04 -0.27 0.13
46.88 -0.04 -0.26 0.11
46.98 -0.04 -0.27 0.10
47.09 -0.05 -0.26 0.10
47.19 -0.04 -0.26 0.09
47.29 -0.04 -0.25 0.09
47.40 -0.04 -0.24 0.09
47.50 -0.03 -0.24 0.07
47.60 -0.02 -0.25 0.05
47.71 -0.02 -0.26 0.05
47.81 -0.01 -0.27 0.06
47.91 -0.01 -0.26 0.07
48.02 -0.02 -0.26 0.09
48.12 -0.02 -0.24 0.09
48.23 -0.02 -0.26 0.10
48.33 -0.01 -0.25 0.10
48.43 -0.02 -0.26 0.11
48.54 -0.01 -0.28 0.11
48.64 -0.01 -0.28 0.12
48.74 -0.00 -0.28 0.14
48.85 -0.00 -0.27 0.14
48.95 0.00 -0.28 0.14
49.06 0.01 -0.28 0.16
49.16 0.02 -0.30 0.17
49.26 0.01 -0.30 0.17
49.37 0.01 -0.29 0.16
49.47 0.02 -0.31 0.17
49.57 0.02 -0.30 0.18
49.68 0.01 -0.30 0.18
49.78 0.01 -0.29 0.19
49.88 0.00 -0.29 0.19
49.99 -0.00 -0.29 0.18
50.09 -0.01 -0.29 0.17
50.20 -0.01 -0.29 0.18
50.30 -0.01 -0.30 0.17
50.40 -0.01 -0.31 0.14
50.51 -0.01 -0.31 0.14
50.61 -0.01 -0.30 0.15
50.71 -0.02 -0.29 0.13
50.82 -0.01 -0.31 0.13
50.92 -0.01 -0.30 0.15
51.02 -0.00 -0.30 0.15
51.13 0.01 -0.31 0.15
51.23 0.02 -0.30 0.16
51.34 -0.00 -0.31 0.17
51.44 -0.01 -0.33 0.17
51.54 -0.02 -0.33 0.19
51.65 -0.03 -0.32 0.20
51.75 -0.02 -0.32 0.20
51.85 -0.04 -0.32 0.21
51.96 -0.04 -0.31 0.22
52.06 -0.03 -0.30 0.23
52.16 -0.04 -0.31 0.24
52.27 -0.02 -0.32 0.26
52.37 -0.02 -0.33 0.26
52.48 -0.02 -0.31 0.27
52.58 -0.03 -0.30 0.25
52.68 -0.03 -0.30 0.26
52.79 -0.04 -0.29 0.25
52.89 -0.04 -0.28 0.25
52.99 -0.04 -0.27 0.23
53.10 -0.03 -0.27 0.23
53.20 -0.03 -0.28 0.22
53.30 -0.04 -0.28 0.23
53.41 -0.05 -0.28 0.21
53.51 -0.03 -0.29 0.20
53.62 -0.04 -0.29 0.20
53.72 -0.04 -0.29 0.18
53.82 -0.04 -0.30 0.18
53.93 -0.04 -0.31 0.16
54.03 -0.02 -0.30 0.17
54.13 -0.01 -0.30 0.17
54.24 -0.00 -0.30 0.19
54.34 0.02 -0.29 0.20
54.45 0.03 -0.29 0.22
54.55 0.03 -0.31 0.22
54.65 0.02 -0.33 0.24
54.76 0.02 -0.33 0.24
54.86 0.02 -0.32 0.25
54.96 0.02 -0.32 0.28
55.07 0.02 -0.31 0.30
55.17 0.01 -0.31 0.32
55.27 0.02 -0.31 0.33
55.38 0.02 -0.30 0.33
55.48 0.03 -0.30 0.33
55.59 0.03 -0.30 0.34
55.69 0.03 -0.31 0.36
55.79 0.02 -0.32 0.35
55.90 0.02 -0.32 0.35
56.00 0.02 -0.32 0.34
56.10 0.01 -0.33 0.33
56.21 0.01 -0.32 0.33
56.31 0.00 -0.30 0.32
56.41 0.01 -0.31 0.29
56.52 0.00 -0.31 0.27
56.62 -0.00 -0.30 0.28
56.73 -0.01 -0.32 0.26
56.83 -0.01 -0.33 0.24
56.93 -0.01 -0.33 0.22
57.04 0.01 -0.33 0.22
57.14 0.00 -0.34 0.22
57.24 0.00 -0.33 0.21
57.35 0.00 -0.33 0.20
57.45 0.01 -0.33 0.19
57.55 0.02 -0.34 0.18
57.66 0.01 -0.34 0.20
57.76 0.01 -0.35 0.21
57.87 0.01 -0.36 0.21
57.97 0.02 -0.36 0.24
58.07 0.02 -0.35 0.26
58.18 0.03 -0.36 0.29
58.28 0.03 -0.35 0.30
58.38 0.04 -0.35 0.31
58.49 0.04 -0.35 0.31
58.59 0.03 -0.36 0.32
58.69 0.04 -0.37 0.31
58.80 0.04 -0.37 0.31
58.90 0.04 -0.36 0.32
59.01 0.05 -0.36 0.33
59.11 0.07 -0.35 0.33
59.21 0.08 -0.34 0.34
59.32 0.08 -0.34 0.33
59.42 0.07 -0.35 0.33
59.52 0.07 -0.35 0.33
59.63 0.06 -0.35 0.33
59.73 0.06 -0.35 0.32
59.83 0.06 -0.36 0.29
59.94 0.04 -0.35 0.29
60.04 0.04 -0.36 0.30
60.15 0.04 -0.36 0.32
60.25 0.04 -0.35 0.31
60.35 0.04 -0.35 0.28
60.46 0.05 -0.35 0.28
60.56 0.05 -0.34 0.28
60.66 0.06 -0.34 0.27
60.77 0.06 -0.34 0.26
60.87 0.05 -0.32 0.26
60.97 0.04 -0.34 0.25
61.08 0.05 -0.34 0.26
61.18 0.03 -0.34 0.27
61.29 0.03 -0.34 0.27
61.39 0.03 -0.33 0.28
61.49 0.03 -0.33 0.29
61.60 0.03 -0.34 0.29
61.70 0.02 -0.35 0.31
61.80 0.02 -0.36 0.33
61.91 0.03 -0.36 0.33
62.01 0.04 -0.36 0.32
62.12 0.04 -0.37 0.32
62.22 0.05 -0.39 0.31
62.32 0.06 -0.38 0.31
62.43 0.05 -0.38 0.30
62.53 0.05 -0.37 0.31
62.63 0.04 -0.36 0.30
62.74 0.03 -0.37 0.28
62.84 0.04 -0.37 0.28
62.94 0.03 -0.35 0.26
63.05 0.05 -0.37 0.26
63.15 0.05 -0.37 0.25
63.26 0.06 -0.36 0.25
63.36 0.05 -0.37 0.25
63.46 0.04 -0.38 0.22
63.57 0.05 -0.38 0.21
63.67 0.06 -0.38 0.21
63.77 0.07 -0.38 0.21
63.88 0.06 -0.38 0.21
63.98 0.06 -0.39 0.20
64.08 0.06 -0.39 0.21
64.19 0.06 -0.38 0.22
64.29 0.05 -0.38 0.22
64.40 0.05 -0.38 0.22
64.50 0.04 -0.36 0.24
64.60 0.05 -0.35 0.24
64.71 0.05 -0.33 0.24
64.81 0.05 -0.34 0.25
64.91 0.06 -0.34 0.24
65.02 0.07 -0.35 0.25
65.12 0.07 -0.35 0.27
65.22 0.09 -0.35 0.26
65.33 0.09 -0.37 0.27
65.43 0.10 -0.38 0.27
65.54 0.09 -0.40 0.25
65.64 0.10 -0.40 0.25
65.74 0.10 -0.39 0.23
65.85 0.11 -0.38 0.23
65.95 0.10 -0.37 0.22
66.05 0.11 -0.37 0.21
66.16 0.11 -0.37 0.20
66.26 0.10 -0.38 0.20
66.36 0.11 -0.39 0.19
66.47 0.11 -0.39 0.18
66.57 0.11 -0.39 0.18
66.68 0.12 -0.38 0.17
66.78 0.13 -0.39 0.17
66.88 0.13 -0.39 0.16
66.99 0.12 -0.39 0.17
67.09 0.14 -0.39 0.16
67.19 0.14 -0.39 0.16
67.30 0.14 -0.38 0.17
67.40 0.13 -0.39 0.16
67.51 0.13 -0.41 0.15
67.61 0.12 -0.42 0.18
67.71 0.10 -0.40 0.19
67.82 0.11 -0.40 0.18
67.92 0.11 -0.39 0.18
68.02 0.10 -0.40 0.19
68.13 0.11 -0.39 0.19
68.23 0.11 -0.40 0.21
68.33 0.12 -0.42 0.21
68.44 0.12 -0.42 0.21
68.54 0.12 -0.44 0.21
68.65 0.13 -0.43 0.20
68.75 0.13 -0.44 0.19
68.85 0.15 -0.44 0.17
68.96 0.14 -0.45 0.17
69.06 0.17 -0.45 0.18
69.16 0.17 -0.47 0.18
69.27 0.17 -0.47 0.16
69.37 0.16 -0.49 0.16
69.47 0.16 -0.48 0.15
69.58 0.17 -0.48 0.14
69.68 0.16 -0.48 0.14
69.79 0.17 -0.46 0.14
69.89 0.18 -0.48 0.14
69.99 0.19 -0.48 0.14
70.10 0.19 -0.48 0.16
70.20 0.18 -0.48 0.16
70.30 0.19 -0.50 0.16
70.41 0.21 -0.51 0.14
70.51 0.21 -0.51 0.12
70.61 0.21 -0.51 0.10
70.72 0.20 -0.51 0.09
70.82 0.20 -0.50 0.08
70.93 0.20 -0.49 0.08
71.03 0.21 -0.49 0.09
71.13 0.22 -0.48 0.09
71.24 0.22 -0.49 0.09
71.34 0.23 -0.49 0.10
71.44 0.23 -0.48 0.09
71.55 0.24 -0.48 0.08
71.65 0.24 -0.48 0.08
71.76 0.23 -0.48 0.09
71.86 0.23 -0.45 0.09
71.96 0.24 -0.45 0.11
72.07 0.23 -0.45 0.13
72.17 0.25 -0.43 0.13
72.27 0.25 -0.45 0.11
72.38 0.25 -0.45 0.11
72.48 0.24 -0.46 0.10
72.58 0.23 -0.45 0.10
72.69 0.21 -0.47 0.08
72.79 0.20 -0.46 0.06
72.90 0.19 -0.46 0.05
73.00 0.19 -0.46 0.04
73.10 0.20 -0.46 0.02
73.21 0.19 -0.46 0.01
73.31 0.19 -0.47 0.00
73.41 0.20 -0.45 -0.01
73.52 0.19 -0.44 -0.02
73.62 0.20 -0.43 -0.03
73.72 0.20 -0.43 -0.02
73.83 0.21 -0.42 -0.03
73.93 0.20 -0.43 -0.03
74.04 0.19 -0.43 -0.03
74.14 0.19 -0.43 -0.02
74.24 0.20 -0.43 -0.02
74.35 0.18 -0.44 -0.02
74.45 0.17 -0.44 -0.00
74.55 0.17 -0.44 0.00
74.66 0.18 -0.43 0.01
74.76 0.19 -0.42 0.04
74.86 0.19 -0.42 0.05
74.97 0.20 -0.42 0.04
75.07 0.20 -0.42 0.04
75.18 0.20 -0.42 0.05
75.28 0.20 -0.42 0.02
75.38 0.20 -0.41 0.02
75.49 0.19 -0.41 0.00
75.59 0.20 -0.41 0.00
75.69 0.20 -0.42 0.02
75.80 0.20 -0.42 0.03
75.90 0.19 -0.41 0.02
76.00 0.19 -0.42 0.01
76.11 0.19 -0.43 0.01
76.21 0.19 -0.43 -0.01
76.32 0.18 -0.41 -0.02
76.42 0.19 -0.42 -0.02
76.52 0.19 -0.41 -0.02
76.63 0.18 -0.41 -0.03
76.73 0.19 -0.41 -0.05
76.83 0.20 -0.42 -0.06
76.94 0.19 -0.42 -0.06
77.04 0.18 -0.41 -0.07
77.14 0.19 -0.39 -0.08
77.25 0.19 -0.38 -0.07
77.35 0.19 -0.38 -0.06
77.46 0.20 -0.39 -0.06
77.56 0.20 -0.40 -0.06
77.66 0.20 -0.39 -0.06
77.77 0.18 -0.39 -0.07
77.87 0.18 -0.38 -0.07
77.97 0.19 -0.37 -0.06
78.08 0.19 -0.38 -0.05
78.18 0.20 -0.39 -0.03
78.29 0.20 -0.39 -0.04
78.39 0.20 -0.39 -0.05
78.49 0.19 -0.38 -0.04
78.60 0.19 -0.36 -0.04
78.70 0.18 -0.36 -0.04
78.80 0.20 -0.36 -0.04
78.91 0.20 -0.37 -0.04
79.01 0.20 -0.36 -0.04
79.11 0.20 -0.36 -0.05
79.22 0.21 -0.35 -0.05
79.32 0.19 -0.35 -0.05
79.43 0.19 -0.36 -0.06
79.53 0.20 -0.37 -0.05
79.63 0.20 -0.37 -0.06
79.74 0.21 -0.39 -0.05
79.84 0.20 -0.39 -0.05
79.94 0.22 -0.39 -0.06
80.05 0.22 -0.37 -0.07
80.15 0.22 -0.40 -0.07
80.25 0.24 -0.40 -0.09
80.36 0.24 -0.41 -0.10
80.46 0.24 -0.40 -0.11
80.57 0.25 -0.38 -0.12
80.67 0.26 -0.38 -0.12
80.77 0.27 -0.37 -0.12
80.88 0.27 -0.38 -0.09
80.98 0.26 -0.37 -0.10
81.08 0.26 -0.38 -0.09
81.19 0.25 -0.37 -0.09
81.29 0.24 -0.37 -0.09
81.40 0.24 -0.39 -0.09
81.50 0.23 -0.39 -0.09
81.60 0.24 -0.40 -0.09
81.71 0.24 -0.41 -0.08
81.81 0.25 -0.40 -0.08
81.91 0.24 -0.39 -0.07
82.02 0.24 -0.38 -0.06
82.12 0.26 -0.38 -0.06
82.22 0.26 -0.38 -0.07
82.33 0.24 -0.38 -0.07
82.43 0.24 -0.39 -0.07
82.54 0.24 -0.39 -0.07
82.64 0.24 -0.38 -0.09
82.74 0.24 -0.40 -0.08
82.85 0.24 -0.40 -0.09
82.95 0.24 -0.39 -0.08
83.05 0.23 -0.39 -0.09
83.16 0.23 -0.40 -0.10
83.26 0.22 -0.38 -0.11
83.36 0.21 -0.36 -0.10
83.47 0.22 -0.37 -0.10
83.57 0.21 -0.39 -0.10
83.68 0.22 -0.38 -0.10
83.78 0.23 -0.37 -0.10
83.88 0.24 -0.38 -0.10
83.99 0.24 -0.36 -0.11
84.09 0.25 -0.37 -0.10
84.19 0.25 -0.35 -0.09
84.30 0.24 -0.37 -0.10
84.40 0.24 -0.36 -0.11
84.50 0.23 -0.35 -0.11
84.61 0.22 -0.36 -0.11
84.71 0.23 -0.35 -0.11
84.82 0.23 -0.33 -0.11
84.92 0.23 -0.34 -0.10
85.02 0.21 -0.34 -0.08
85.13 0.22 -0.34 -0.07
85.23 0.22 -0.34 -0.08
85.33 0.22 -0.34 -0.05
85.44 0.21 -0.35 -0.05
85.54 0.23 -0.37 -0.03
85.65 0.23 -0.36 -0.03
85.75 0.24 -0.36 -0.03
85.85 0.24 -0.36 -0.01
85.96 0.25 -0.36 -0.02
86.06 0.24 -0.35 -0.02
86.16 0.23 -0.35 -0.00
86.27 0.22 -0.33 -0.01
86.37 0.23 -0.33 -0.04
86.47 0.22 -0.33 -0.05
86.58 0.21 -0.35 -0.05
86.68 0.20 -0.36 -0.04
86.79 0.20 -0.35 -0.06
86.89 0.20 -0.34 -0.07
86.99 0.20 -0.35 -0.09
87.10 0.20 -0.35 -0.08
87.20 0.22 -0.36 -0.09
87.30 0.21 -0.35 -0.06
87.41 0.20 -0.34 -0.06
87.51 0.21 -0.34 -0.06
87.61 0.21 -0.35 -0.05
87.72 0.21 -0.34 -0.04
87.82 0.22 -0.33 -0.05
87.93 0.21 -0.32 -0.04
88.03 0.23 -0.32 -0.04
88.13 0.22 -0.30 -0.02
88.24 0.21 -0.30 -0.02
88.34 0.21 -0.30 -0.02
88.44 0.20 -0.31 -0.00
88.55 0.20 -0.33 0.01
88.65 0.20 -0.33 0.02
88.75 0.21 -0.35 0.02
88.86 0.22 -0.36 0.02
88.96 0.22 -0.37 0.02
89.07 0.22 -0.37 0.02
89.17 0.21 -0.35 0.01
89.27 0.23 -0.36 -0.00
89.38 0.23 -0.36 -0.01
89.48 0.23 -0.36 -0.02
89.58 0.22 -0.36 -0.01
89.69 0.22 -0.36 -0.02
89.79 0.21 -0.36 -0.03
89.90 0.21 -0.36 -0.03
90.00 0.22 -0.36 -0.03
90.10 0.20 -0.35 -0.03
90.21 0.20 -0.36 -0.04
90.31 0.20 -0.37 -0.04
90.41 0.20 -0.36 -0.03
90.52 0.20 -0.37 -0.03
90.62 0.20 -0.36 -0.05
90.72 0.20 -0.37 -0.07
90.83 0.19 -0.38 -0.06
90.93 0.20 -0.37 -0.05
91.04 0.20 -0.37 -0.07
91.14 0.20 -0.36 -0.07
91.24 0.20 -0.36 -0.07
91.35 0.19 -0.37 -0.06
91.45 0.19 -0.38 -0.05
91.55 0.19 -0.37 -0.02
