# ax ay az T gx gy gz throttle roll pitch yaw
204.0, 0.0, 8204.0, -2576.0, -7.128000259399414, -8.259002685546875, 18.378997802734375, 1004, 1504, 1500, 1496
152.0, 28.0, 8228.0, -2576.0, -17.128000259399414, 9.740997314453125, -20.621002197265625, 1004, 1504, 1500, 1496
296.0, 0.0, 8300.0, -2560.0, -16.128000259399414, 6.740997314453125, -9.621002197265625, 1004, 1504, 1500, 1496
244.0, -16.0, 8184.0, -2592.0, -17.128000259399414, 3.740997314453125, 38.378997802734375, 1004, 1504, 1500, 1496
260.0, -24.0, 8252.0, -2576.0, -25.128000259399414, 3.740997314453125, 11.378997802734375, 1004, 1504, 1500, 1492
212.0, 0.0, 8292.0, -2576.0, -16.128000259399414, -3.259002685546875, -9.621002197265625, 992, 1504, 1500, 1492
296.0, 8.0, 8276.0, -2576.0, 10.871999740600586, -7.259002685546875, 11.378997802734375, 992, 1504, 1500, 1492
320.0, -72.0, 8192.0, -2560.0, -6.128000259399414, -1.259002685546875, 9.378997802734375, 992, 1504, 1500, 1492
164.0, 52.0, 8140.0, -2576.0, 4.871999740600586, -12.259002685546875, 9.378997802734375, 992, 1504, 1500, 1492
164.0, -68.0, 8280.0, -2576.0, -5.128000259399414, -9.259002685546875, -22.621002197265625, 992, 1504, 1500, 1488
276.0, 16.0, 8252.0, -2576.0, 16.871999740600586, -16.259002685546875, -3.621002197265625, 992, 1504, 1500, 1488
272.0, -64.0, 8228.0, -2528.0, 11.871999740600586, 10.740997314453125, 2.378997802734375, 992, 1504, 1500, 1488
136.0, -100.0, 8332.0, -2560.0, -9.128000259399414, 7.740997314453125, -23.621002197265625, 992, 1504, 1500, 1488
192.0, 0.0, 8112.0, -2576.0, 6.871999740600586, -14.259002685546875, 31.378997802734375, 992, 1504, 1500, 1488
236.0, -4.0, 8292.0, -2576.0, -5.128000259399414, -38.259002685546875, -5.621002197265625, 992, 1504, 1500, 1488
232.0, -84.0, 8376.0, -2560.0, -3.128000259399414, -19.259002685546875, 30.378997802734375, 992, 1504, 1500, 1488
224.0, 48.0, 8204.0, -2560.0, 12.871999740600586, -2.259002685546875, 7.378997802734375, 992, 1504, 1500, 1488
